Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
3,credit_card,,"Produto bonito, no entanto, a parte musical não funciona direito!! ",2,118.25,baby,950.0,39.0,26.0,10.0,vicosa,delivered,23.25,ff1fb4c404b2efe68b03350a8dc24122,1,2018-04-03 16:30:59,2018-04-04 23:36:32,2018-04-10 23:05:26,2018-04-23 00:00:00,2018-04-11 00:00:00,2018-04-12 10:19:40,mogi das cruzes,SP,MG,2018-04-09 17:15:27
1,credit_card,,"Comprei quatro cadeiras, estou pagando e recebi só uma cadeira.
Aguardo o envio urgente da outras três cadeiras, ou vou cancelar o pagamento.
Detalhe: foi enviada nota de quatro cadeiras.
Aguardo.",8,404.8,office_furniture,8000.0,53.0,18.0,74.0,sao paulo,delivered,21.21,7c67e1448b00f6e969d365cea6b010ab,1,2017-11-03 23:42:39,2017-11-10 16:08:37,2017-11-16 22:39:36,2017-11-23 00:00:00,2017-11-17 00:00:00,2017-11-19 18:52:04,itaquaquecetuba,SP,SP,2017-11-15 23:55:49
4,credit_card,,Bom venderdor foi tudo entregue com forme o que eu esperava.,1,134.59,sports_leisure,150.0,20.0,15.0,10.0,sao paulo,delivered,14.59,d05ae8f7a5bd1d2a690a44cd079e4e27,1,2018-01-20 19:53:44,2018-01-23 20:59:05,2018-01-29 16:47:03,2018-02-14 00:00:00,2018-01-30 00:00:00,2018-02-04 23:44:00,rio de janeiro,RJ,SP,2018-01-26 13:57:54
5,credit_card,Super recomendo,Os parceiros da Americana estão de parabéns...prazo de entrega e tudo muito bem embalado,10,539.31,watches_gifts,433.0,22.0,19.0,24.0,joao pessoa,delivered,26.31,966cb4760537b1404caedd472cc610a5,1,2018-06-21 22:40:05,2018-06-22 14:51:00,2018-07-03 19:17:49,2018-07-30 00:00:00,2018-07-04 00:00:00,2018-07-04 23:13:50,diadema,SP,PB,2018-06-28 22:57:22
5,credit_card,Bom,Chegou em atraso devido a greve dos caminhoneiros. Mas tudo certo com meus produtos.,4,187.5,garden_tools,1750.0,37.0,40.0,22.0,natal,delivered,39.85,1f50f920176fa81dab994f9023523100,1,2018-05-02 00:29:24,2018-05-03 14:47:00,2018-06-05 20:48:40,2018-06-06 00:00:00,2018-06-06 00:00:00,2018-06-11 15:01:50,sao jose do rio preto,SP,RN,2018-05-08 00:56:39
5,credit_card,,Boa negociacao. Otimo produto. Satsfeito com a compra ,1,35.69,electronics,150.0,19.0,16.0,12.0,rio de janeiro,delivered,16.79,128639473a139ac0f3e5f5ade55873a5,1,2017-09-24 14:20:41,2017-09-27 22:12:34,2017-10-04 17:37:30,2017-10-19 00:00:00,2017-10-05 00:00:00,2017-10-05 21:36:31,maringa,PR,RJ,2017-09-28 14:30:19
4,credit_card,,"Tudo chegou certinho, só esperava que o massageador fosse mais potente. Vi um vídeo onde parecia uma super massagem e a pele chegava a ficar vermelha mas não chegou a tanto.",4,76.08,health_beauty,800.0,20.0,20.0,7.0,pelotas,delivered,16.18,01fdefa7697d26ad920e9e0346d4bd1b,1,2017-08-26 21:49:01,2017-08-28 21:24:33,2017-09-01 20:46:28,2017-09-18 00:00:00,2017-09-02 00:00:00,2017-09-04 16:36:00,londrina,PR,RS,2017-08-30 22:16:16
5,credit_card,,Linda foi o tamanho que eu desejei...,10,153.09,bed_bath_table,1250.0,38.0,38.0,10.0,campos dos goytacazes,delivered,18.19,da8622b14eb17ae2831f4ac5b9dab84a,1,2017-12-18 22:40:18,2017-12-22 21:13:10,2018-01-03 20:42:33,2018-01-15 00:00:00,2018-01-04 00:00:00,2018-01-04 23:34:09,piracicaba,SP,RJ,2017-12-25 23:51:35
5,credit_card,,"Muito bom, chegou rápido ",10,459.95,auto,450.0,16.0,16.0,16.0,balneario pinhal,delivered,20.95,4e922959ae960d389249c378d1c939f5,1,2018-03-18 20:06:59,2018-03-21 19:12:42,2018-04-03 22:42:15,2018-04-20 00:00:00,2018-04-04 00:00:00,2018-04-05 10:07:20,jacarei,SP,RS,2018-03-27 20:15:31
5,credit_card,,loja muito eficiente recebi 3 dia depois da compra ... 72 hrs apos a confirmação do pagamento ... estao de parabens ...,10,292.47,perfumery,426.0,18.0,14.0,14.0,teresopolis,delivered,12.57,620c87c171fb2a6dd6e8bb4dec959fc6,1,2017-04-05 17:54:31,2017-04-06 08:44:21,2017-05-12 09:53:35,2017-04-26 00:00:00,2017-04-28 00:00:00,2017-04-28 20:36:32,petropolis,RJ,RJ,2017-04-11 18:05:18
2,voucher,,Produto de ótima custo benefício! Porem a loja vendeu sem ter em ostoque e demorou mais de 30 dias para entrar em contato para fazer a troca por um produto disponível ,1,12.69,bed_bath_table,1000.0,37.0,35.0,23.0,uberlandia,delivered,14.52,41b39e28db005d9731d9d485a83b4c38,4,2017-03-30 23:04:33,2017-05-17 11:23:54,2017-05-20 09:32:55,2017-05-31 00:00:00,2017-05-21 00:00:00,2017-05-23 00:46:40,santo andre,SP,MG,2017-05-15 23:22:38
5,voucher,,gosto de comprar por este sait produtos sempre entregue ate antes do prazo de entrega,1,8.06,bed_bath_table,1000.0,35.0,20.0,5.0,sao paulo,delivered,9.94,cfb1a033743668a192316f3c6d1d2671,3,2017-09-02 16:42:43,2017-09-05 21:52:45,2017-09-06 20:26:31,2017-09-15 00:00:00,2017-09-07 00:00:00,2017-09-08 17:19:19,votorantim,SP,SP,2017-09-08 16:55:20
1,credit_card,,Produto se encontra com vários dias de atraso já tentei entrar varias vezes em contato com a loja e não consigo. Gostaria de saber o que aconteceu com minha compra?uma posição de vocês fico no aguardo,6,126.94,health_beauty,1200.0,21.0,19.0,13.0,salgueiro,delivered,57.04,620c87c171fb2a6dd6e8bb4dec959fc6,1,2018-03-05 20:42:54,2018-03-07 17:55:06,2018-04-17 16:58:30,2018-03-29 00:00:00,2018-03-31 00:00:00,2018-03-31 12:00:36,petropolis,RJ,PE,2018-03-09 20:56:10
2,credit_card,,"1 de 2 cartuchos não funcionou; mensagem de incompatibilidade e, depois, nenhuma impressão após ajustes nas configurações e páginas de teste. Solicitei devolução e troca deste cartucho; o outro ok.",1,274.43,computers_accessories,922.0,30.0,17.0,15.0,americana,delivered,48.71,25c5c91f63607446a97b143d2d535d31,1,2018-01-18 00:00:32,2018-01-18 22:26:43,2018-01-30 01:11:44,2018-02-16 00:00:00,2018-01-31 00:00:00,2018-02-03 08:49:39,itauna,MG,SP,2018-01-24 00:11:33
5,voucher,,Entrega rápida ,1,86.94,bed_bath_table,1600.0,37.0,35.0,23.0,suzano,delivered,12.22,41b39e28db005d9731d9d485a83b4c38,1,2017-10-15 21:56:58,2017-10-16 12:57:39,2017-10-18 14:59:10,2017-12-06 00:00:00,2017-10-19 00:00:00,2017-10-20 00:51:52,santo andre,SP,SP,2017-11-28 22:07:19
5,credit_card,,Ótimo sistema de entrega,2,83.56,watches_gifts,150.0,16.0,20.0,2.0,sao paulo,delivered,7.78,6560211a19b47992c3666cc44a7e94c0,1,2017-08-23 14:18:28,2017-08-24 17:53:56,2017-08-25 12:00:13,2017-09-05 00:00:00,2017-08-26 00:00:00,2017-08-29 16:57:20,sao paulo,SP,SP,2017-08-29 14:55:25
4,credit_card,,só não gostei por q o produto não tem o selo do imetro. mais o resto estava tudo serto.,2,56.85,telephony,200.0,16.0,15.0,14.0,santana de parnaiba,delivered,11.85,cd68562d3f44870c08922d380acae552,1,2017-07-10 21:03:17,2017-07-17 19:27:43,2017-07-20 17:52:00,2017-07-28 00:00:00,2017-07-21 00:00:00,2017-07-22 10:21:43,ribeirao preto,SP,SP,2017-07-16 21:45:12
3,credit_card,Desta compra não gostei.,"Veio um relógio feminino no lugar do relógio masculino que eu pedi, fiz o cancelamento e a devolução do que eu recebi e também sobre o estorno e não recebi nenhuma resposta.",5,110.77,watches_gifts,350.0,16.0,20.0,2.0,contagem,delivered,15.77,6560211a19b47992c3666cc44a7e94c0,1,2018-06-12 23:57:28,2018-06-13 09:53:00,2018-06-18 23:12:37,2018-07-03 00:00:00,2018-06-19 00:00:00,2018-06-27 23:17:14,sao paulo,SP,MG,2018-06-15 00:23:35
5,credit_card,,"Adorei o produto. Muito bonito, bom acabamento. Recomendo.",4,48.1,furniture_decor,900.0,30.0,32.0,6.0,brasilia,delivered,16.11,1554a68530182680ad5c8b042c3ab563,1,2017-07-12 21:53:51,2017-07-13 15:29:31,2017-07-26 03:46:41,2017-08-03 00:00:00,2017-07-26 00:00:00,2017-07-28 19:28:32,monte siao,MG,DF,2017-07-18 22:05:41
3,credit_card,Faltou um item,"Pedi dois tapetes, mas só chegou um.
Estou aguardando chegar o outro.
Espero q chegue logo. O q devo fazer???",4,247.7,bed_bath_table,0.0,30.0,30.0,25.0,ilheus,delivered,23.85,b39d7fe263ef469605dbb32608aee0af,1,2018-07-30 10:42:40,2018-07-31 14:24:00,2018-08-09 22:18:29,2018-09-10 00:00:00,2018-08-10 00:00:00,2018-08-12 23:22:39,ibitinga,SP,BA,2018-08-10 09:10:11
5,boleto,,Produto entregue antes do prazo e em perfeito estado!!! super recomendo,1,1416.7,housewares,30000.0,76.0,51.0,51.0,rio de janeiro,delivered,116.7,05feb94f19d094d4b0f9281f0b1d4c99,1,2017-08-14 08:05:48,2017-08-17 10:39:54,2017-08-30 23:43:32,2017-09-05 00:00:00,2017-08-31 00:00:00,2017-09-01 20:33:47,mogi das cruzes,SP,RJ,2017-08-21 06:44:03
3,credit_card,,Meu pedido continha dois produtos comercializados pela targaryen. Apenas o saca-rolhas chegou. As prateleiras para livros infantis Quarto Bebê-60 cm - 2 peças ainda não chegaram.,1,135.12,housewares,250.0,24.0,11.0,5.0,niteroi,delivered,17.56,4830e40640734fc1c52cd21127c341d4,1,2017-11-09 22:09:51,2017-11-10 23:03:02,2017-11-16 18:59:40,2017-12-01 00:00:00,2017-11-17 00:00:00,2017-11-18 00:21:27,sao paulo,SP,RJ,2017-11-16 22:27:05
3,credit_card,Atendimento Prestado ,Um dia antes de vencer o prazo de entrega recebi e-mail que a entrega não tinha sido efetuada por não encontrar ninguém em casa. Informação não procede. Agora manda retirar nos correios. ,1,115.57,auto,750.0,16.0,15.0,11.0,brasilia,delivered,15.58,f682e0f848abafc6f41e0d4e868c66ef,1,2018-05-18 14:37:45,2018-05-22 06:18:00,2018-06-12 16:06:00,2018-06-07 00:00:00,2018-06-09 00:00:00,2018-06-09 11:10:44,mairipora,SP,DF,2018-05-24 14:57:36
5,credit_card,,"Muito bom
",1,32.37,electronics,150.0,19.0,16.0,12.0,sao paulo,delivered,13.47,128639473a139ac0f3e5f5ade55873a5,1,2018-04-02 10:57:09,2018-04-02 20:56:33,2018-04-12 01:36:35,2018-04-24 00:00:00,2018-04-12 00:00:00,2018-04-13 00:10:41,maringa,PR,SP,2018-04-06 11:10:17
5,credit_card,,Muito bom. Chegou no prazo.,8,258.55,watches_gifts,275.0,18.0,12.0,9.0,castelo,delivered,19.55,b33e7c55446eabf8fe1a42d037ac7d6d,1,2018-05-04 16:27:56,2018-05-07 16:19:00,2018-05-30 15:22:34,2018-06-07 00:00:00,2018-05-31 00:00:00,2018-05-31 21:19:28,pradopolis,SP,ES,2018-05-10 09:10:18
3,credit_card,,"detesto receber mercadorias pelo correio, pois acabo perdendo tempo em ter que ir ate a agencia retirar, porque o correio não tem logística de entrega domiciliar, e todo lugar e área de risco",3,30.75,computers_accessories,300.0,36.0,11.0,9.0,diadema,delivered,11.85,897060da8b9a21f655304d50fd935913,1,2017-05-14 01:22:00,2017-05-17 17:22:43,2017-05-26 07:07:44,2017-05-31 00:00:00,2017-05-27 00:00:00,2017-05-28 00:59:02,ribeirao preto,SP,SP,2017-05-18 01:30:19
5,credit_card,,Produto entregue como esperado.,5,516.48,electronics,700.0,28.0,23.0,6.0,dourados,delivered,28.34,3e8bd881d92466e63ba9e3e809cd3c50,1,2018-03-19 23:34:53,2018-03-22 19:09:34,2018-04-11 16:52:49,2018-04-10 00:00:00,2018-04-12 00:00:00,2018-04-13 20:44:44,rio de janeiro,RJ,MS,2018-03-26 14:55:36
4,credit_card,,O produto demorou um pouco para chegar. Não sei direito como funciona a logística da entrega. Mas agora está tudo bem.,8,130.06,bed_bath_table,1700.0,30.0,30.0,5.0,santo andre,delivered,13.16,8160255418d5aaa7dbdc9f4c64ebda44,1,2017-11-25 18:03:21,2017-12-05 01:24:30,2017-12-14 13:12:43,2017-12-15 00:00:00,2017-12-15 00:00:00,2017-12-15 20:12:48,ibitinga,SP,SP,2017-11-30 18:12:43
5,credit_card,,Loja excelente,5,110.18,small_appliances,350.0,16.0,28.0,16.0,itatiaia,delivered,15.1,7299e27ed73d2ad986de7f7c77d919fa,1,2017-05-22 20:52:06,2017-05-23 15:29:51,2017-06-02 14:13:01,2017-06-13 00:00:00,2017-06-03 00:00:00,2017-06-05 23:36:41,araguari,MG,RJ,2017-05-28 21:02:54
5,credit_card,,Produto entregue dentro do prazo.,2,55.69,computers_accessories,200.0,25.0,15.0,5.0,serra,delivered,15.79,fc906263ca5083d09dce42fe02247800,1,2017-07-30 23:39:11,2017-07-31 13:13:10,2017-08-10 21:25:56,2017-08-22 00:00:00,2017-08-11 00:00:00,2017-08-14 01:31:25,belo horizonte,MG,ES,2017-08-03 23:50:19
5,credit_card,Muito Bom,Chegou muito antes do prazo estimado,1,37.38,consoles_games,250.0,21.0,15.0,7.0,valinhos,delivered,7.39,f262cbc1c910c83959f849465454ddd3,1,2018-05-01 17:52:15,2018-05-02 18:21:00,2018-05-03 18:36:47,2018-05-15 00:00:00,2018-05-04 00:00:00,2018-05-05 05:06:01,sao paulo,SP,SP,2018-05-07 18:14:13
5,voucher,,Muito bonita ,1,209.15,sports_leisure,30000.0,86.0,35.0,67.0,niteroi,delivered,116.3,ccb83a794700270fde70898fe9ff368b,1,2017-03-18 14:28:34,2017-03-21 04:58:19,2017-03-29 16:20:10,2017-04-12 00:00:00,2017-03-30 00:00:00,2017-03-31 10:58:29,sombrio,SC,RJ,2017-03-23 14:28:34
5,boleto,,Produto entrega no prazo bem embalado ótima qualidade. ,1,270.71,musical_instruments,500.0,16.0,12.0,8.0,rio de janeiro,delivered,10.81,70f84699be677ec988d1fa824aef7d90,1,2017-04-11 14:43:04,2017-04-18 08:57:38,2017-04-27 17:05:47,2017-05-03 00:00:00,2017-04-28 00:00:00,2017-04-29 20:54:32,sete lagoas,MG,RJ,2017-04-18 06:45:20
1,boleto,Paguei e não levei!,Paguei e não recebi o produto. E agora???,1,51.22,stationery,750.0,101.0,15.0,15.0,rio de janeiro,delivered,16.32,2c9e548be18521d1c43cde1c582c6de8,1,2018-03-19 23:27:29,2018-03-22 20:18:29,2018-05-17 19:44:27,2018-04-19 00:00:00,2018-04-25 00:00:00,2018-04-28 03:05:28,mogi das cruzes,SP,RJ,2018-03-27 02:48:21
5,voucher,,Entrega rápida e produto muito bom!!,1,100.0,health_beauty,1500.0,50.0,20.0,20.0,brusque,delivered,15.59,e26901d5ab434ce92fd9b5c256820a4e,2,2017-07-13 10:47:14,2017-07-14 16:25:51,2017-07-24 17:43:50,2017-08-04 00:00:00,2017-07-25 00:00:00,2017-07-25 23:27:01,maua,SP,SC,2017-07-19 11:03:58
5,credit_card,,Ótimo produto! entrega rápida!,1,51.0,baby,150.0,16.0,11.0,7.0,campo grande,delivered,14.1,fa40cc5b934574b62717c68f3d678b6d,1,2017-11-25 21:24:37,2017-11-29 20:04:42,2017-12-07 01:58:50,2017-12-19 00:00:00,2017-12-08 00:00:00,2017-12-08 14:48:47,sao paulo,SP,MS,2017-11-29 22:31:25
1,credit_card,Péssima.,Já paguei duas parcelas de três e até hoje não recebi a mercadoria.,3,158.78,bed_bath_table,900.0,25.0,25.0,5.0,rio de janeiro,delivered,19.39,1dfe5347016252a7884b694d4f10f5c4,1,2018-03-30 13:45:09,2018-04-02 19:18:35,2018-05-12 15:48:40,2018-05-04 00:00:00,2018-05-06 00:00:00,2018-05-09 14:25:27,ibitinga,SP,RJ,2018-04-04 22:55:18
4,boleto,Rapidissimo,Entrega rapida. Produto muito bem embalado.,1,420.9,furniture_decor,1450.0,24.0,18.0,18.0,juazeiro do norte,delivered,43.45,09f952a5f58d2285b0372551ae8f9b01,1,2018-07-15 19:32:35,2018-07-17 11:19:00,2018-07-25 20:32:34,2018-08-07 00:00:00,2018-07-26 00:00:00,2018-07-27 00:54:53,sao bernardo do campo,SP,CE,2018-07-20 04:31:30
1,boleto,,"Quando os produtos eram vendidos e entregues pela própria Lojas lannister, chegavam sempre antes do prazo e sem problemas.",1,88.86,bed_bath_table,850.0,16.0,16.0,10.0,santos,delivered,12.87,1835b56ce799e6a4dc4eddc053f04066,1,2018-02-12 00:06:24,2018-02-16 01:28:58,2018-03-16 13:07:29,2018-03-06 00:00:00,2018-03-09 00:00:00,2018-03-09 13:56:27,ibitinga,SP,SP,2018-02-21 02:51:28
4,boleto,,Foi entregue direitinho!,1,131.44,sports_leisure,300.0,21.0,19.0,19.0,porto alegre,delivered,15.57,c3cfdc648177fdbbbb35635a37472c53,1,2017-07-17 18:26:42,2017-07-20 14:07:30,2017-07-28 15:14:16,2017-08-10 00:00:00,2017-07-29 00:00:00,2017-08-01 23:24:07,curitiba,PR,RS,2017-07-27 03:55:48
3,credit_card,,"Um dos produtos veio incorreto, eu pedi 3 produtos iguais e veio um diferente, estou no aguardo para resolver esta troca.",5,175.74,health_beauty,383.0,17.0,15.0,13.0,goiania,delivered,15.1,cbd996ad3c1b7dc71fd0e5f5df9087e2,1,2017-06-26 17:58:41,2017-06-27 15:18:18,2017-07-06 13:56:55,2017-07-26 00:00:00,2017-07-07 00:00:00,2017-07-08 15:35:15,sao jose do rio preto,SP,GO,2017-07-04 18:10:16
5,boleto,,Fiquei bastante satisfeita.,1,242.12,sports_leisure,3900.0,46.0,26.0,36.0,santo andre,delivered,32.22,066a6914e1ebf3ea95a216c73a986b91,1,2017-06-02 21:44:20,2017-06-06 13:51:16,2017-06-08 12:52:01,2017-06-27 00:00:00,2017-06-09 00:00:00,2017-06-10 00:14:00,foz do iguacu,PR,SP,2017-06-08 02:25:21
5,credit_card,Ótimo ,"Chegou antes do praso estabelecido, muito bom.",1,35.77,food,150.0,17.0,13.0,13.0,guarulhos,delivered,7.87,16090f2ca825584b5a147ab24aa30c86,1,2018-05-07 13:31:30,2018-05-07 15:40:00,2018-05-09 23:08:47,2018-05-18 00:00:00,2018-05-10 00:00:00,2018-05-11 10:32:13,atibaia,SP,SP,2018-05-11 15:31:07
1,credit_card,,"O produto foi para o lixo, não houve possibilidade de instalar. ",3,32.77,telephony,300.0,17.0,12.0,4.0,itaquaquecetuba,delivered,7.78,ea8482cd71df3c1969d7b9473ff13abc,1,2018-02-09 21:39:39,2018-02-14 20:33:26,2018-02-16 19:19:18,2018-02-23 00:00:00,2018-02-17 00:00:00,2018-02-17 21:54:13,sao paulo,SP,SP,2018-02-15 21:50:24
1,credit_card,Paguei e não recebi ,Essa loja nunca mais,1,80.19,bed_bath_table,1400.0,25.0,25.0,10.0,rio de janeiro,delivered,23.2,1900267e848ceeba8fa32d80c1a5f5a8,1,2018-08-04 16:55:24,2018-08-08 12:22:00,2018-09-03 15:24:34,2018-08-14 00:00:00,2018-08-16 00:00:00,2018-08-17 10:58:28,ibitinga,SP,RJ,2018-08-07 17:10:08
5,credit_card,,Parabéns pelas metas,2,106.35,auto,1675.0,63.0,63.0,9.0,sao paulo,delivered,14.25,8581055ce74af1daba164fdbd55a40de,1,2017-12-17 22:25:04,2017-12-19 20:04:32,2017-12-26 15:28:09,2018-01-05 00:00:00,2017-12-27 00:00:00,2017-12-28 01:05:08,guarulhos,SP,SP,2017-12-21 23:29:48
1,credit_card,,"Não recebi o produto, não obtive nenhuma resposta da targaryen apesar de ter enviado dois emails à empresa e os atendentes da lannister não resolvem nada.",2,112.43,health_beauty,600.0,33.0,13.0,19.0,boa vista,delivered,27.44,cc419e0650a3c5ba77189a1882b7556a,1,2017-11-25 16:03:03,2017-11-29 23:06:17,2018-01-17 21:32:47,2018-01-12 00:00:00,2018-01-14 00:00:00,2018-01-14 02:52:59,santo andre,SP,RR,2017-12-01 16:14:24
1,credit_card,Recomendo produto otimo,O simparic 40 mg não foi entregue ainda.,1,373.79,pet_shop,400.0,30.0,20.0,20.0,barueri,delivered,0.33,de0c78824586e9a5f5f04fd84e25df39,1,2018-06-13 00:45:05,2018-06-13 13:46:00,2018-06-14 21:22:54,2018-07-05 00:00:00,2018-06-15 00:00:00,2018-06-21 13:00:57,vargem grande paulista,SP,SP,2018-06-19 01:01:52
1,boleto,,"Ola, não recebi meu produto e nem código de rastreio ou se foi postado.quero meu dinheiro de volta para comprar o produto.aguardo retorno",1,348.84,sports_leisure,5150.0,27.0,25.0,26.0,andradina,invoiced,20.42,c3867b4666c7d76867627c2f7fb22e21,1,2018-03-22 01:18:32,,,2018-04-12 00:00:00,2018-04-15 00:00:00,2018-04-15 21:53:25,guara,SP,SP,2018-03-30 02:27:56
4,credit_card,Perfume bom,"Errei ao não prestar atenção que era Eau de Toillet, mas o cheiro é maravilhoso pra quem ama perfume doce ",4,229.28,perfumery,400.0,20.0,15.0,7.0,ubaitaba,delivered,39.38,d3674f271c91f824f82d24d92011f669,1,2018-06-05 17:55:40,2018-06-06 07:42:00,2018-06-28 20:58:34,2018-07-18 00:00:00,2018-06-29 00:00:00,2018-07-02 12:20:25,brasilia,DF,BA,2018-06-13 18:13:12
4,credit_card,super recomendo,muito bom,7,75.68,bed_bath_table,950.0,35.0,45.0,6.0,cachoeiro de itapemirim,delivered,19.58,640e21a7d01df7614a3b4923e990d40c,1,2018-06-20 15:56:12,2018-06-21 13:55:00,2018-06-28 21:12:02,2018-07-20 00:00:00,2018-06-29 00:00:00,2018-07-02 03:02:27,ibitinga,SP,ES,2018-06-26 16:25:32
4,credit_card,Ótima negociação ,"Produto entregue dentro prazo. Só achei o volume menor do que imaginado. Mas isso acontece, nem sempre temos noção de quantidade. Agora vamos usar e ver se realmente funciona.",1,97.45,perfumery,200.0,16.0,11.0,8.0,belo horizonte,delivered,15.45,88ae906ea2acf6971f26c3e8b7cb4357,1,2018-05-01 20:00:22,2018-05-03 11:34:00,2018-05-12 16:44:42,2018-05-16 00:00:00,2018-05-13 00:00:00,2018-05-13 20:16:38,sao paulo,SP,MG,2018-05-07 20:16:06
5,credit_card, Super Recomendo," Nao tenho de que reclamar sempre que compro recebo sempre no praso os produtos maravilhoso so agradecer 

",10,117.59,bed_bath_table,2584.0,68.0,49.0,17.0,brejo santo,delivered,38.6,33a6f4b1e7cdc205511e76ba1b6e0186,1,2018-04-17 14:09:10,2018-04-18 19:35:08,2018-05-03 20:24:31,2018-05-22 00:00:00,2018-05-04 00:00:00,2018-05-05 17:21:04,guarulhos,SP,CE,2018-04-24 14:30:27
5,credit_card,,Recomendo entrega rápido produto de qualidade!,1,66.64,garden_tools,1550.0,30.0,30.0,22.0,rio de janeiro,delivered,17.64,1f50f920176fa81dab994f9023523100,1,2017-11-24 12:42:21,2017-11-28 18:10:06,2017-12-05 22:36:39,2017-12-15 00:00:00,2017-12-06 00:00:00,2017-12-09 01:54:22,sao jose do rio preto,SP,RJ,2017-11-30 14:53:40
4,credit_card,otims,recomendo,1,38.37,baby,122.0,17.0,14.0,12.0,coronel fabriciano,delivered,13.47,7299e27ed73d2ad986de7f7c77d919fa,1,2018-06-01 22:35:25,2018-06-02 08:45:00,2018-06-07 21:33:59,2018-07-05 00:00:00,2018-06-08 00:00:00,2018-06-09 15:22:43,araguari,MG,MG,2018-06-10 22:51:28
5,boleto,Avaliação,Comprei um produto pelo site e foi entregue no prazo e em perfeitas condições.,1,56.6,fashion_bags_accessories,250.0,16.0,11.0,2.0,sao paulo,delivered,7.6,6560211a19b47992c3666cc44a7e94c0,1,2018-08-04 22:42:52,2018-08-07 15:33:00,2018-08-19 17:08:42,2018-08-09 00:00:00,2018-08-12 00:00:00,2018-08-12 23:26:54,sao paulo,SP,SP,2018-08-09 04:10:17
1,credit_card,,Comprei 02 lanternas e só me enviaram 01. Preciso saber como vai ficar agora?,2,165.46,sports_leisure,491.0,19.0,16.0,12.0,olinda,delivered,17.73,c9c7905cffc4ef9ff9f113554423e671,1,2017-11-07 21:05:46,2017-11-10 15:02:01,2017-11-21 23:02:39,2017-12-05 00:00:00,2017-11-22 00:00:00,2017-11-25 15:01:30,itapecerica da serra,SP,PE,2017-11-14 21:06:24
5,credit_card,Satisfeita,O produto foi entregue bem antes do prazo.,2,175.06,health_beauty,350.0,25.0,15.0,15.0,brasilia,delivered,16.06,abe42c5d03695b4257b5c6cbf4e6784e,1,2018-04-21 11:37:18,2018-04-24 22:28:45,2018-04-30 19:17:48,2018-05-21 00:00:00,2018-05-01 00:00:00,2018-05-01 22:48:59,rio de janeiro,RJ,DF,2018-04-26 12:30:41
5,credit_card,,Muito atenciosos. Sandália bonita e confortavel,1,88.0,fashion_shoes,500.0,30.0,12.0,5.0,campinas,delivered,14.1,cc3d14116804f7209f3884f6367f1152,1,2018-02-05 12:43:16,2018-02-09 01:18:24,2018-02-20 15:38:55,2018-03-05 00:00:00,2018-02-21 00:00:00,2018-02-21 23:53:03,curitiba,PR,SP,2018-02-09 12:55:42
1,credit_card,,"Infelizmente o lojista teve a péssima ideia de colocar suas vendas pelos Correios. Tive que ir a agência da mesma, e perder mais de 3 horas para retirar minha compra. UMA BAGUNÇA.",1,31.33,garden_tools,1650.0,30.0,30.0,22.0,saquarema,delivered,17.66,1f50f920176fa81dab994f9023523100,1,2017-11-29 13:46:51,2017-12-04 23:15:56,2017-12-19 20:14:55,2017-12-22 00:00:00,2017-12-20 00:00:00,2017-12-21 12:58:58,sao jose do rio preto,SP,RJ,2017-12-05 13:57:33
3,voucher,,Nao gostei do produto...quero devolve-lo.,1,10.93,bed_bath_table,3225.0,40.0,30.0,5.0,araguari,delivered,18.16,3b15288545f8928d3e65a8f949a28291,2,2018-02-03 22:36:03,2018-02-06 19:28:46,2018-02-14 22:11:34,2018-03-08 00:00:00,2018-02-15 00:00:00,2018-02-18 00:42:52,ibitinga,SP,MG,2018-02-11 22:50:30
5,credit_card,,"excelente produto, meus parabéns, entrega dentro do prazo, obrigado.",6,337.56,garden_tools,1500.0,30.0,30.0,22.0,sao mateus do sul,delivered,19.57,1f50f920176fa81dab994f9023523100,1,2017-12-29 21:00:37,2018-01-04 22:32:58,2018-01-16 13:56:35,2018-02-01 00:00:00,2018-01-17 00:00:00,2018-02-02 20:11:10,sao jose do rio preto,SP,PR,2018-01-05 21:09:39
5,credit_card,,"Comprei os produtos todos de ótima qualidade.
Entrega foi rápido antes do prazo combinado.
Recomendo a todos essa loja.",3,31.77,health_beauty,100.0,20.0,15.0,15.0,guarulhos,delivered,7.78,cc419e0650a3c5ba77189a1882b7556a,1,2017-12-13 23:06:19,2017-12-15 20:09:43,2017-12-18 16:43:44,2018-01-05 00:00:00,2017-12-19 00:00:00,2017-12-19 23:04:05,santo andre,SP,SP,2017-12-25 23:15:33
5,boleto,,"lindo , produto igual ao anunciado ",1,121.09,furniture_decor,2500.0,40.0,30.0,10.0,juquitiba,delivered,21.19,0241d4d5d36f10f80c644447315af0bd,1,2018-03-04 21:52:32,2018-03-06 19:55:06,2018-03-13 22:51:30,2018-03-29 00:00:00,2018-03-14 00:00:00,2018-03-15 11:19:52,curitiba,PR,SP,2018-03-12 03:49:42
